source,target,weight
Hypoxia,DOLK,-3.4641716
Hypoxia,KDM4C,2.258151
Hypoxia,BCKDK,2.6450388
Hypoxia,TBC1D9B,2.7205868
Hypoxia,TPI1,3.7553823
Hypoxia,STC2,8.036666
Hypoxia,SLC35E1,2.8042078
Hypoxia,CNOT8,3.3327837
Hypoxia,SNAPC5,-2.2667575
Hypoxia,AIFM1,-3.5127285
Hypoxia,HK1,4.583882
Hypoxia,PLEKHA2,4.1931534
Hypoxia,RIMKLA,3.606156
Hypoxia,RSBN1,4.3045697
Hypoxia,PSME3,-4.263098
Hypoxia,BEND5,4.452219
Hypoxia,RAB11FIP5,2.431086
Hypoxia,TACO1,-1.9277233
Hypoxia,MAP2K1,3.8312004
Hypoxia,XPNPEP1,2.4132977
Hypoxia,RIOX1,-3.7212281
Hypoxia,GOLGA8A,3.989389
Hypoxia,DDX41,3.9199736
Hypoxia,FEM1C,3.6995215
Hypoxia,CIAPIN1,-1.9970548
Hypoxia,BCKDHA,4.12136
Hypoxia,PPP1R13L,3.811962
Hypoxia,ITPR1,4.2017903
Hypoxia,SH3D21,2.3234804
Hypoxia,SYDE1,2.27706
Hypoxia,MIF,5.7637467
Hypoxia,RRAGD,4.9256377
Hypoxia,RNASET2,2.2684116
Hypoxia,POP1,-3.9263713
Hypoxia,GPR146,5.564575
Hypoxia,JMJD6,3.0778258
Hypoxia,DYNC2I1,1.7089565
Hypoxia,CXCR4,6.9244227
Hypoxia,PPP1R3B,3.7898455
Hypoxia,ANG,6.907376
Hypoxia,MRPS7,-3.1635206
Hypoxia,TMEM126B,-2.5151296
Hypoxia,GUK1,1.9582609
Hypoxia,PSMC2,-2.6401887
Hypoxia,DDX28,-1.7447613
Hypoxia,SLC5A6,-3.699106
Hypoxia,APTX,-1.6051451
Hypoxia,ALKBH5,2.1329923
Hypoxia,MRPL15,-3.9255834
Hypoxia,ADAT1,-3.341624
Hypoxia,MRPL46,-2.9199662
Hypoxia,RNASE4,8.333772
Hypoxia,LDHC,1.6989255
Hypoxia,S100A10,4.551804
Hypoxia,ARFGEF3,3.325418
Hypoxia,TOR3A,-3.492565
Hypoxia,ARID3A,2.1957345
Hypoxia,PIGA,4.0804877
Hypoxia,CDC123,-3.0637016
Hypoxia,SFXN3,4.0022526
Hypoxia,RASSF7,2.0563734
Hypoxia,RPL26L1,-2.6788218
Hypoxia,KDM5B,3.0345063
Hypoxia,SLC2A3,8.079128
Hypoxia,DPCD,3.4281452
Hypoxia,UBE2O,1.6615434
Hypoxia,LARS2,-2.4732525
Hypoxia,THTPA,-2.362708
Hypoxia,CEP250,1.5638111
Hypoxia,NFIL3,7.829555
Hypoxia,POP5,-3.9099607
Hypoxia,PPP1R3C,5.7527823
Hypoxia,PSMC5,-2.8023498
Hypoxia,SLC25A20,-2.6183589
Hypoxia,POLR3B,-2.0689375
Hypoxia,COA7,-4.1498036
Hypoxia,SMAP1,2.8399143
Hypoxia,LNPK,4.213432
Hypoxia,GOT2,-2.8649693
Hypoxia,EXOG,-1.4894322
Hypoxia,TOR1A,-1.7719123
Hypoxia,NDUFS1,-2.0408401
Hypoxia,DPYSL4,2.5406995
Hypoxia,KCTD11,6.439871
Hypoxia,BHLHE41,4.4444084
Hypoxia,GPATCH4,-2.1523316
Hypoxia,LYRM2,-1.8867177
Hypoxia,SERTAD2,3.8772433
Hypoxia,MRPL4,-2.9706507
Hypoxia,TSN,-2.328883
Hypoxia,CLK1,5.2601547
Hypoxia,MRPS16,-2.4805293
Hypoxia,ABHD11,-2.0710099
Hypoxia,ZMYM2,1.9414276
Hypoxia,NDUFAF1,-2.8000379
Hypoxia,NOC4L,-2.2396696
Hypoxia,SMYD2,1.9441799
Hypoxia,EFEMP2,3.834508
Hypoxia,RNMT,2.9871826
Hypoxia,FTSJ3,-2.4768043
Hypoxia,TRMT12,-2.4931726
Hypoxia,MAIP1,-2.4313066
Hypoxia,NOL9,-2.3089235
Hypoxia,DPAGT1,-2.6936965
Hypoxia,ANAPC13,-1.9608116
Hypoxia,TMSB10,3.6800742
Hypoxia,PLXNA3,1.9083216
Hypoxia,DFFA,-2.0385177
Hypoxia,EIF2B1,-2.238972
Hypoxia,HK2,5.517049
Hypoxia,RNASEH1,-2.7207935
Hypoxia,DCTN5,-1.5969796
Hypoxia,OGFOD1,-2.6289299
Hypoxia,ITGA5,5.854338
Hypoxia,DHX35,-1.6292348
Hypoxia,PPME1,2.7564216
Hypoxia,WDR73,-2.4685273
Hypoxia,IDH3A,-3.047757
Hypoxia,WDR77,-3.7865453
Hypoxia,DDX19A,-1.8047224
Hypoxia,FGF11,2.389489
Hypoxia,PRMT3,-4.0563216
Hypoxia,SLC6A8,4.5234914
Hypoxia,FH,-2.5277605
Hypoxia,MRPS28,-2.7890625
Hypoxia,AIMP2,-2.6074371
Hypoxia,MRPL58,-2.8790934
Hypoxia,COA3,-1.7999092
Hypoxia,CSRP2,4.270685
Hypoxia,PLIN2,2.8761034
Hypoxia,TRAPPC13,-2.0144348
Hypoxia,SPRTN,-3.3443046
Hypoxia,CYREN,-2.2534382
Hypoxia,BCS1L,-2.5699599
Hypoxia,FKBP15,1.3459697
Hypoxia,MRPL20,-1.7756746
Hypoxia,SNRPC,-2.16401
Hypoxia,LRP1,2.5998654
Hypoxia,TRAPPC3,-1.6255274
Hypoxia,TMEM33,-2.7560337
Hypoxia,POLDIP2,-1.9059672
Hypoxia,SNX19,-1.2798342
Hypoxia,OBSL1,1.786313
Hypoxia,TIMM22,-1.9842647
Hypoxia,NDUFA4L2,3.0483325
Hypoxia,NDNF,2.937457
Hypoxia,TTC1,-1.6760756
Hypoxia,RAE1,-1.4168195
Hypoxia,TMEM138,-4.443861
Hypoxia,FAM210A,4.0181036
Hypoxia,DIMT1,-2.4355583
Hypoxia,RPUSD2,-2.2173524
Hypoxia,HDHD5,3.242173
Hypoxia,PNRC1,7.8185506
Hypoxia,TENT4A,3.7754118
Hypoxia,KISS1R,5.306138
Hypoxia,ARRDC3,7.5122485
Hypoxia,INHA,2.437675
Hypoxia,ANAPC7,-2.988949
Hypoxia,EEF1AKMT3,3.1224132
Hypoxia,WDR5B,-3.1129043
Hypoxia,LGALS1,4.121362
Hypoxia,PSMD1,-3.2245352
Hypoxia,IPMK,2.3453205
Hypoxia,CUSTOS,-2.3206346
Hypoxia,JAM2,2.4794257
Hypoxia,APEH,-2.1636534
Hypoxia,SEMA4B,6.0468554
Hypoxia,COPS5,-1.875468
Hypoxia,METTL13,-2.3594897
Hypoxia,RRS1,-5.212089
Hypoxia,LRP2BP,1.4709958
Hypoxia,CIART,3.4305148
Hypoxia,NIPA2,-2.4509153
Hypoxia,MRPL18,-2.7296906
Hypoxia,COL6A2,2.0015295
Hypoxia,IGFBP3,11.260281
Hypoxia,MAPKAP1,-1.9357904
Hypoxia,CSTF2T,-2.529696
Hypoxia,PNPO,-2.9125032
Hypoxia,SLC25A12,-2.417466
Hypoxia,PIAS2,2.0820036
Hypoxia,POLR2G,-2.3594697
Hypoxia,IDE,-2.3769305
Hypoxia,FDX1,-1.8850708
Hypoxia,POLR3K,-3.5861938
Hypoxia,MRPL35,-2.3992841
Hypoxia,CCT3,-3.307084
Hypoxia,C1orf131,-3.0661893
Hypoxia,GCDH,-1.957269
Hypoxia,FASTKD3,-3.1253073
Hypoxia,ZNF174,-1.4209458
Hypoxia,SERGEF,1.4386306
Hypoxia,C8orf33,-2.56808
Hypoxia,TEX261,-1.7038982
Hypoxia,RYBP,3.0108538
Hypoxia,GYG1,-3.0563548
Hypoxia,AURKAIP1,-1.5306231
Hypoxia,TIMM8B,-2.5442986
Hypoxia,TNIP1,4.5795035
Hypoxia,ZNF689,-2.3979979
Hypoxia,PPP2R1B,-1.4993566
Hypoxia,ATP5MC3,-2.0302708
Hypoxia,C9orf78,-1.7121434
Hypoxia,NDUFB2,-1.7997502
Hypoxia,UPK1A,2.6672404
Hypoxia,SCAND2P,1.1519659
Hypoxia,UQCR10,-2.0531626
Hypoxia,QSOX1,3.016022
Hypoxia,ORC5,-2.344089
Hypoxia,ITPA,-2.1863925
Hypoxia,TMEM74B,1.8588396
Hypoxia,BBX,2.4835176
Hypoxia,SLC25A44,-2.3423421
Hypoxia,TOE1,-2.8069496
Hypoxia,PITPNA,-1.9209657
Hypoxia,EMC8,-2.601193
Hypoxia,OGA,2.3016465
Hypoxia,HMBS,-2.7913501
Hypoxia,RIOX2,-2.683358
Hypoxia,GEMIN6,-2.1489828
Hypoxia,FLNB,3.8058817
Hypoxia,DIPK2A,2.395455
Hypoxia,GPN1,-1.64005
Hypoxia,TXNDC9,-2.301007
Hypoxia,THAP7,-1.829183
Hypoxia,CBX6,-2.550721
Hypoxia,TPD52,2.5604894
Hypoxia,PRKAA2,2.3551936
Hypoxia,SNAPC3,1.8489381
Hypoxia,EIF2B3,-3.056296
Hypoxia,ATR,-2.209612
Hypoxia,ING1,2.041129
Hypoxia,TRNT1,-2.6656919
Hypoxia,SLC35B1,-2.6072803
Hypoxia,SPRYD4,-2.1722898
Hypoxia,CRABP2,3.8594503
Hypoxia,MRPL40,-2.0972464
Hypoxia,UNC119,2.0536919
Hypoxia,MKKS,-2.636212
Hypoxia,MOB3A,2.5868416
Hypoxia,LSM1,-1.674442
Hypoxia,LRRC8D,-2.869107
Hypoxia,PSMA5,-2.8914003
Hypoxia,ATP5F1B,-2.377574
Hypoxia,HGH1,-1.9306889
Hypoxia,POLR2K,-2.2645545
Hypoxia,MRPS11,-1.6914418
Hypoxia,HSPA4,-2.715062
Hypoxia,FOSL2,3.8521068
Hypoxia,PRELID2,2.7920706
Hypoxia,DHX29,-2.0612056
Hypoxia,NPEPPS,2.9677997
Hypoxia,YTHDF2,-2.147222
Hypoxia,PSMG1,-3.9099054
Hypoxia,KDM7A,5.3192205
Hypoxia,UMPS,-2.147156
Hypoxia,BTG1,5.257514
Hypoxia,DUS1L,-2.1543875
Hypoxia,CDK19,2.4356318
Hypoxia,ARFGAP2,-1.4766519
Hypoxia,STC1,8.288737
Hypoxia,COMMD8,-2.4652517
Hypoxia,BLMH,-2.4052668
Hypoxia,PLAGL1,3.2558362
Hypoxia,FASTKD2,-1.7473924
Hypoxia,DTD2,-3.4718864
Hypoxia,MPV17L2,-2.9442303
Hypoxia,PSMD5,-1.2110326
Hypoxia,WDR46,-2.3885503
Hypoxia,POMGNT1,-1.3074608
Hypoxia,ATG3,-1.7156726
Hypoxia,KLF7,3.7322433
Hypoxia,HTATSF1,-1.8513366
Hypoxia,MFSD10,2.161223
Hypoxia,PHF21A,2.7901077
Hypoxia,FOXRED2,-1.7644811
Hypoxia,MRPL13,-2.1459885
Hypoxia,CDK12,-1.2653369
Hypoxia,SCO1,-2.8063674
Hypoxia,TET1,3.718659
Hypoxia,HSPH1,-4.376256
Hypoxia,MRPL12,-2.485212
Hypoxia,METTL8,-2.0628595
Hypoxia,TYW1,-1.8066939
Hypoxia,ZNF142,-1.2410446
Hypoxia,CABIN1,1.3274024
Hypoxia,GPS1,-2.0302093
Hypoxia,MFSD5,-2.5480764
Hypoxia,GFM1,-1.7599226
Hypoxia,UROD,-1.6479467
Hypoxia,NUDT9,-1.7274063
Hypoxia,SNTA1,1.7234643
Hypoxia,NOL11,-3.4097693
Hypoxia,CSTF2,-2.5477858
Hypoxia,ERCC8,-1.410351
Hypoxia,API5,-1.8432133
Hypoxia,USP14,-1.8346441
Hypoxia,ATP5MC1,-3.2960017
Hypoxia,PYCR3,-2.5627367
Hypoxia,EIF2B4,-1.648049
Hypoxia,RBM45,-1.4027164
Hypoxia,UTP20,-3.168897
Hypoxia,EXOSC4,-2.606449
Hypoxia,PREB,-2.0149086
Hypoxia,DLD,-2.2066631
Hypoxia,SDAD1,-2.3857617
Hypoxia,P4HB,2.3578267
Hypoxia,TMEM70,-1.9533218
Hypoxia,LGALS8,2.0540936
Hypoxia,MZF1,1.1974902
Hypoxia,PRKAB1,-1.9037939
Hypoxia,ALG6,-2.635602
Hypoxia,DDX1,-2.121987
Hypoxia,TRIM26,-2.3797832
Hypoxia,ASNSD1,-2.3335264
Hypoxia,PARK7,-2.075589
Hypoxia,DDX56,-1.9791329
Hypoxia,LSG1,-2.6507185
Hypoxia,HSD17B10,-2.6611598
Hypoxia,HDAC3,1.614793
Hypoxia,SPECC1L,-1.765079
Hypoxia,RNF113A,3.2440102
Hypoxia,HIKESHI,-1.8292643
Hypoxia,NSMCE4A,-2.0193312
Hypoxia,DDX52,-1.58246
Hypoxia,UBIAD1,-1.7757115
Hypoxia,ETF1,-2.9241993
Hypoxia,TRIM44,-1.3998249
Hypoxia,ATP5F1A,-1.4554918
Hypoxia,TRMT5,-2.1048694
Hypoxia,BMT2,4.5774856
Hypoxia,SIGMAR1,-3.0069366
Hypoxia,SEPHS2,-2.5204475
Hypoxia,NBAS,1.3386735
Hypoxia,SLC25A17,-1.5329397
Hypoxia,SRP19,-2.492184
Hypoxia,EMG1,-3.7200165
Hypoxia,ERH,-2.4842744
Hypoxia,PNMA2,1.7530687
Hypoxia,NUP58,2.9694562
Hypoxia,OXLD1,-1.9369502
Hypoxia,UTP3,-2.642263
Hypoxia,COASY,-1.7515436
Hypoxia,CCT6A,-2.9995978
Hypoxia,SUOX,-2.577996
Hypoxia,TIMM10,-3.1870046
Hypoxia,SCLY,-2.0205455
Hypoxia,PSMC1,-2.1031065
Hypoxia,DHX57,-1.224562
Hypoxia,SETMAR,-1.377878
Hypoxia,UBE2L3,-1.4832369
Hypoxia,LARP4,-2.630049
Hypoxia,RRAGA,2.560829
Hypoxia,MTERF1,-1.8428589
Hypoxia,SAR1B,-2.2177453
Hypoxia,MTFP1,3.7274742
Hypoxia,B3GNT4,1.4286916
Hypoxia,PDCD2,-1.346332
Hypoxia,TMEM177,-2.2193265
Hypoxia,MRM2,-2.747966
Hypoxia,TMEM9B,-1.8378168
Hypoxia,AKIP1,-1.6752713
Hypoxia,MRPL57,-1.433516
Hypoxia,MKNK2,3.538809
Hypoxia,OXSR1,2.0455575
Hypoxia,RMDN3,-1.5846261
Hypoxia,PSMB6,-2.5081496
Hypoxia,AREL1,-1.2651485
Hypoxia,TSEN2,-2.1291866
Hypoxia,GON7,-3.117977
Hypoxia,TIMM8A,-1.9003593
Hypoxia,LARP1,-1.7452036
Hypoxia,CCDC137,-2.5916183
Hypoxia,USP39,-1.8997941
Hypoxia,VCP,-2.2493937
Hypoxia,RUVBL1,-3.551232
Hypoxia,PSMD12,-2.8220747
Hypoxia,SLC35F6,-1.4175296
Hypoxia,MRPL9,-1.9337993
Hypoxia,LONP1,2.9505982
Hypoxia,ZCCHC10,-1.9040911
Hypoxia,ABCF2,-1.7756518
Hypoxia,HDDC2,-1.6802168
Hypoxia,JMJD4,-1.337908
Hypoxia,MRPL24,-2.4803689
Hypoxia,MGAT2,-1.8578295
Hypoxia,EHD2,1.9911697
Hypoxia,CEP41,-1.0148456
Hypoxia,ANXA7,-2.1309829
Hypoxia,CCT5,-3.1517332
Hypoxia,POGLUT1,-2.6446285
Hypoxia,NDUFS3,-2.0396678
Hypoxia,SLC6A6,2.5378685
Hypoxia,ARHGAP45,1.5770311
Hypoxia,NDUFAF4,-3.5849552
Hypoxia,XRCC5,-1.7270657
Hypoxia,CHAC2,-5.418573
Hypoxia,KIAA2013,1.4346646
Hypoxia,CAMKMT,-1.3949788
Hypoxia,ENOX2,-0.96928185
Hypoxia,SEC24A,2.7733111
Hypoxia,DHRS11,-2.459985
Hypoxia,GUF1,-2.223115
Hypoxia,SNX17,-1.7946635
Hypoxia,RFK,-2.7551272
JAK-STAT,OAS1,15.028714
JAK-STAT,HERC6,8.769676
JAK-STAT,OAS3,10.618842
JAK-STAT,PLSCR1,8.481604
JAK-STAT,DDX60,12.198234
JAK-STAT,TRIM21,6.674188
JAK-STAT,SP110,8.678713
JAK-STAT,RIGI,12.965378
JAK-STAT,RSAD2,22.898727
JAK-STAT,STAT1,9.083937
JAK-STAT,IFI44,12.450863
JAK-STAT,IFIT1,27.851362
JAK-STAT,IFI44L,18.867155
JAK-STAT,OAS2,9.624826
JAK-STAT,SP100,4.476509
JAK-STAT,IFI35,10.598536
JAK-STAT,MX2,11.818703
JAK-STAT,SAMHD1,7.133445
JAK-STAT,ISG15,20.039034
JAK-STAT,DDX60L,7.202283
JAK-STAT,IFI6,12.579695
JAK-STAT,NMI,7.4326544
JAK-STAT,USP18,12.178012
JAK-STAT,IFIT3,20.592306
JAK-STAT,IFI16,7.2845135
JAK-STAT,SAMD9,10.426219
JAK-STAT,EIF2AK2,5.7230163
JAK-STAT,XAF1,8.780286
JAK-STAT,MX1,19.38413
JAK-STAT,BST2,8.104994
JAK-STAT,IFIH1,8.3476925
JAK-STAT,SLC25A28,3.9334617
JAK-STAT,SHFL,5.478126
JAK-STAT,RTP4,9.451139
JAK-STAT,TDRD7,6.566647
JAK-STAT,IFI27,11.202655
JAK-STAT,IFIT5,7.948069
JAK-STAT,IFITM1,13.943094
JAK-STAT,UBE2L6,8.215585
JAK-STAT,PML,3.6085253
JAK-STAT,BATF2,8.613495
JAK-STAT,EPSTI1,12.081617
JAK-STAT,APOL2,3.6560576
JAK-STAT,OASL,12.710727
JAK-STAT,LAP3,7.3849587
JAK-STAT,SLC15A3,4.2607393
JAK-STAT,IRF7,8.069374
JAK-STAT,DHX58,4.909942
JAK-STAT,HELZ2,4.7621517
JAK-STAT,ADAR,3.874929
JAK-STAT,PARP14,6.397284
JAK-STAT,TMEM62,2.3069353
JAK-STAT,TRIM14,3.0379589
JAK-STAT,SECTM1,5.99323
JAK-STAT,RNF114,2.4915676
JAK-STAT,APOL6,6.4749207
JAK-STAT,ETV7,4.779528
JAK-STAT,TAP2,3.5922604
JAK-STAT,IFIT2,16.187145
JAK-STAT,PARP9,8.715152
JAK-STAT,IRF9,7.526584
JAK-STAT,PHF11,3.8617313
JAK-STAT,TAP1,9.777638
JAK-STAT,TRIM5,3.4234903
JAK-STAT,PSMB8,5.869684
JAK-STAT,TRIM38,3.492726
JAK-STAT,APOL4,2.5144656
JAK-STAT,PARP12,6.944101
JAK-STAT,SAMD9L,10.562899
JAK-STAT,APOBEC3G,2.8264632
JAK-STAT,CMTR1,2.7808604
JAK-STAT,HERC5,9.119642
JAK-STAT,STAT2,4.1471763
JAK-STAT,OGFR,2.042478
JAK-STAT,GBP1,10.398686
JAK-STAT,MYD88,4.3044305
JAK-STAT,TRIM22,10.567457
JAK-STAT,TMEM140,5.107141
JAK-STAT,RNF213,4.937516
JAK-STAT,CMPK2,15.928771
JAK-STAT,LAMP3,9.97323
JAK-STAT,NLRC5,6.5468454
JAK-STAT,TRANK1,3.5888746
JAK-STAT,ZBP1,1.9414515
JAK-STAT,PRKD2,2.155495
JAK-STAT,APOL1,5.347499
JAK-STAT,PSMB9,8.158511
JAK-STAT,GBP4,8.084658
JAK-STAT,CYP2J2,2.0935776
JAK-STAT,TRIM25,3.414131
JAK-STAT,ZC3HAV1,5.133727
JAK-STAT,ZNFX1,6.4963984
JAK-STAT,DTX3L,8.358418
JAK-STAT,CNP,2.9606566
JAK-STAT,SP140L,2.3378632
JAK-STAT,APOL3,4.8450074
JAK-STAT,CXCL11,15.007663
JAK-STAT,PLSCR2,1.5066712
JAK-STAT,CASP4,2.4265776
JAK-STAT,IL22RA1,1.820617
JAK-STAT,TRIM69,3.1731238
JAK-STAT,TLR3,4.4312377
JAK-STAT,PLEKHA4,2.3274395
JAK-STAT,CXCL9,10.704745
JAK-STAT,WARS1,6.9635196
JAK-STAT,GMPR,3.5601628
JAK-STAT,SERPING1,3.2487156
JAK-STAT,DUOX2,1.7959154
JAK-STAT,TNFSF13B,4.9589295
JAK-STAT,JAK2,2.6849685
JAK-STAT,CASP7,3.431774
JAK-STAT,AIM2,4.5881767
JAK-STAT,CASP10,1.3600705
JAK-STAT,MLKL,5.4522114
JAK-STAT,ANKFY1,1.4923743
JAK-STAT,IL18BP,1.4945768
JAK-STAT,TRAFD1,2.6285932
JAK-STAT,BLZF1,1.9632486
JAK-STAT,BCL2L14,2.1228929
JAK-STAT,THEMIS2,3.2165744
JAK-STAT,PARP10,1.8385121
JAK-STAT,LGALS3BP,3.5891397
JAK-STAT,ERAP2,2.6752865
JAK-STAT,N4BP1,2.2869606
JAK-STAT,IL15,4.2426395
JAK-STAT,STARD5,2.949365
JAK-STAT,TRIM26,2.1994746
JAK-STAT,ZCCHC2,2.1916273
JAK-STAT,RASGRP3,2.6104112
JAK-STAT,NUB1,1.8595394
JAK-STAT,IFITM3,4.803348
JAK-STAT,HLA-F,2.7202315
JAK-STAT,PLAAT2,1.284272
JAK-STAT,HLA-E,3.6482546
JAK-STAT,SOCS1,2.6166277
JAK-STAT,ZNF107,1.8440652
JAK-STAT,ISG20,6.953194
JAK-STAT,TNFSF10,8.614124
JAK-STAT,IDO1,8.620171
JAK-STAT,LY6E,3.2829444
JAK-STAT,REC8,1.165669
JAK-STAT,TENT5A,3.4404752
JAK-STAT,CX3CL1,3.2343924
JAK-STAT,DDO,1.1372253
JAK-STAT,LGALS9,2.3022923
JAK-STAT,IFITM2,3.8280358
JAK-STAT,NAPA,1.929636
JAK-STAT,LGMN,2.638453
JAK-STAT,TRIM56,3.3363914
JAK-STAT,GTPBP1,1.2483368
JAK-STAT,PPM1K,2.9830256
JAK-STAT,IRF1-AS1,2.2303426
JAK-STAT,B2M,2.1940484
JAK-STAT,DNPEP,1.3776854
JAK-STAT,APOBEC3F,1.4227024
JAK-STAT,PNPT1,5.933542
JAK-STAT,GCA,2.4154015
JAK-STAT,XRN1,2.9928234
JAK-STAT,LYPD5,1.541589
JAK-STAT,HDX,2.4493706
JAK-STAT,GBP6,1.7881866
JAK-STAT,PDCD1LG2,2.8117125
JAK-STAT,CD274,7.4255576
JAK-STAT,CD47,1.8072637
JAK-STAT,TLK2,0.9553984
JAK-STAT,MOV10,2.730181
JAK-STAT,PLAAT4,5.9739704
JAK-STAT,CASP1,3.1990135
JAK-STAT,IL12RB2,2.4611897
JAK-STAT,IRF2,2.9031675
JAK-STAT,TYMP,2.6504493
JAK-STAT,PABIR3,1.5074534
JAK-STAT,GBP5,5.9074507
JAK-STAT,IRF1,8.005075
JAK-STAT,SLFN12,2.0502982
JAK-STAT,EDNRA,1.8915746
JAK-STAT,CTNNBL1,1.3237267
JAK-STAT,NOD2,1.9390146
JAK-STAT,NOD1,1.1276132
JAK-STAT,CBR3,2.2066677
JAK-STAT,SIDT1,1.6318506
JAK-STAT,BTC,1.5511183
JAK-STAT,STX17,1.327394
JAK-STAT,GNB4,2.4744425
JAK-STAT,CHMP5,1.9650154
JAK-STAT,ART3,1.6388099
JAK-STAT,UNC93B1,1.2255988
JAK-STAT,IL15RA,3.7919664
JAK-STAT,HAPLN3,2.5211911
JAK-STAT,RBCK1,2.2231565
JAK-STAT,RBM11,1.7855524
JAK-STAT,FCGR1BP,2.025055
JAK-STAT,BTN3A3,3.1882057
JAK-STAT,SP140,1.1873846
JAK-STAT,CEACAM1,2.2690618
JAK-STAT,IRF8,2.8346183
JAK-STAT,PDZD2,1.7930819
JAK-STAT,CALCOCO2,1.1130271
JAK-STAT,RIPK1,1.7124267
JAK-STAT,C1S,3.2536855
JAK-STAT,USP42,1.1801178
JAK-STAT,CLN8,-1.2543335
JAK-STAT,ADPRS,2.3557942
JAK-STAT,CASP8,1.1804209
JAK-STAT,TLE4,1.4442099
JAK-STAT,PCGF5,1.6993644
JAK-STAT,ZFYVE26,1.7942975
JAK-STAT,CERK,-2.2761831
JAK-STAT,GBP2,5.2485423
JAK-STAT,FBXO6,3.2789242
JAK-STAT,CFTR,-0.72858894
JAK-STAT,GBP7,1.7401711
JAK-STAT,RABGAP1L,1.1818659
JAK-STAT,WDR25,1.0434209
JAK-STAT,MSRB1,2.2537746
JAK-STAT,DUOXA2,1.2283037
JAK-STAT,UBD,4.088539
JAK-STAT,TRIM40,1.2930694
JAK-STAT,FZD5,1.5330057
JAK-STAT,ACO1,-1.4323306
JAK-STAT,MAK,0.9469029
JAK-STAT,NT5C3A,4.4062943
JAK-STAT,ODF3B,1.0730064
JAK-STAT,C2,0.81329536
JAK-STAT,TEX29,1.1921799
JAK-STAT,SPATS2L,2.1008456
JAK-STAT,ZBTB42,1.7157152
JAK-STAT,GSDMD,1.461521
JAK-STAT,CD38,2.4636831
JAK-STAT,VAMP5,1.3786892
JAK-STAT,ACE2,1.663444
JAK-STAT,RUBCN,0.8460565
JAK-STAT,IL7,2.1328893
JAK-STAT,CNDP2,1.1687793
JAK-STAT,C4orf33,1.2393816
JAK-STAT,SCARB2,1.155012
JAK-STAT,EHD4,1.7021656
JAK-STAT,ASB1,-0.93602073
JAK-STAT,PSMB10,3.34695
JAK-STAT,NDUFA9,1.3947599
JAK-STAT,MCUB,1.9365162
JAK-STAT,MS4A6E,0.9755704
JAK-STAT,ACKR4,1.5990952
JAK-STAT,C1R,3.4064867
JAK-STAT,TMEM106A,1.4916923
JAK-STAT,TASL,1.1467512
JAK-STAT,BTN3A1,1.7656288
JAK-STAT,SHISA5,1.5743461
JAK-STAT,CXorf38,1.6403891
JAK-STAT,PHACTR4,1.6942796
JAK-STAT,CTSS,3.0503523
JAK-STAT,SNX6,1.3272643
JAK-STAT,SLC10A1,-0.75502986
JAK-STAT,ZNF589,-0.89858085
JAK-STAT,HLA-DOB,0.8428623
JAK-STAT,DPEP2,-1.2322998
JAK-STAT,SFT2D3,-0.86517113
JAK-STAT,HLA-C,3.3614113
JAK-STAT,MOB3C,2.421526
JAK-STAT,UBQLNL,0.8192325
JAK-STAT,FGFR2,-0.69543016
JAK-STAT,CFH,1.7552282
JAK-STAT,RNF31,0.9802783
JAK-STAT,ETV6,1.4063989
JAK-STAT,CCL8,5.926696
JAK-STAT,STK3,0.94527406
JAK-STAT,RIPK2,2.4972785
JAK-STAT,PROCR,1.9486787
JAK-STAT,PSME2,4.5419126
JAK-STAT,GIMAP2,3.0636954
JAK-STAT,CDHR3,-0.803942
JAK-STAT,RNF19B,3.4679284
JAK-STAT,GYS2,-0.73150086
JAK-STAT,SERPINB1,1.7341044
JAK-STAT,HSH2D,2.195349
JAK-STAT,PHF20,-0.7312946
JAK-STAT,LRP6,-0.9949453
JAK-STAT,FAM172A,-1.565547
JAK-STAT,CD74,1.8198227
JAK-STAT,STOML1,0.65643346
JAK-STAT,ABHD16A,0.89440745
JAK-STAT,NUDCD1,2.2659323
JAK-STAT,ASPHD2,1.7515982
JAK-STAT,MMAA,0.97840804
JAK-STAT,UBA6,0.96439666
JAK-STAT,CCL18,1.0674655
JAK-STAT,STAP1,1.2150403
JAK-STAT,GRAPL,-0.6558472
JAK-STAT,NFIA,-1.4220403
JAK-STAT,CXCL10,15.326633
JAK-STAT,HLA-DRA,2.2900348
JAK-STAT,HLA-G,1.9226154
JAK-STAT,PSMA4,1.4729449
JAK-STAT,NAT8B,0.57371145
JAK-STAT,ALPK1,1.050644
JAK-STAT,PSMA3,1.2355205
JAK-STAT,ZHX3,-0.7387533
JAK-STAT,ZNF850,-2.1580358
JAK-STAT,TNFRSF10D,-1.5109808
JAK-STAT,DSG1,-0.8585548
JAK-STAT,TICAM1,1.3396428
JAK-STAT,USF1,1.024647
JAK-STAT,ZNF620,0.82892305
JAK-STAT,DSC1,-1.3090681
JAK-STAT,PIK3AP1,1.9394377
JAK-STAT,DNAJA1,2.2545617
JAK-STAT,BAZ2A,0.58372474
JAK-STAT,ATP10A,1.1406465
JAK-STAT,CEP97,-1.0120368
JAK-STAT,CPEB3,0.9290225
JAK-STAT,FMR1,1.3077596
JAK-STAT,DCP1A,1.6321084
JAK-STAT,TMEM168,-1.3086857
JAK-STAT,PSME1,2.2892513
JAK-STAT,BTN3A2,2.22246
