source,target,weight,confidence
NFKB2,RIN3,0.3333333333333333,C
NFKB2,RPS6KA1,0.3333333333333333,C
NFKB2,SELP,1.0,A
NFKB2,SND1,1.0,A
NFKB2,SORT1,0.3333333333333333,C
NFKB2,TACC2,0.3333333333333333,C
NFKB2,TAGLN2,0.3333333333333333,C
NFKB2,TCF7,0.3333333333333333,C
NFKB2,TMPRSS13,0.3333333333333333,C
NFKB2,TNFAIP3,0.5,B
NFKB2,TNIP1,0.5,B
NFKB2,TRAF1,0.5,B
NFKB2,UBE2Z,0.3333333333333333,C
NFKB2,VANGL2,0.3333333333333333,C
NFKB2,VMP1,0.3333333333333333,C
NFKB2,WNT10A,0.3333333333333333,C
NFKB2,ZBTB7C,0.3333333333333333,C
NFKB2,ZNF827,0.3333333333333333,C
NFYA,ABCB1,1.0,A
NFYA,ACIN1,0.3333333333333333,C
NFYA,ACTB,1.0,A
NFYA,AK2,0.3333333333333333,C
NFYA,ANAPC5,0.3333333333333333,C
NFYA,AP3M2,0.5,B
NFYA,BRSK2,0.3333333333333333,C
NFYA,CBX5,0.3333333333333333,C
NFYA,CD74,0.5,B
NFYA,CIRBP,0.3333333333333333,C
NFYA,COPZ1,0.3333333333333333,C
NFYA,DDIT3,1.0,A
NFYA,DHX34,0.3333333333333333,C
NFYA,DNAJB1,0.3333333333333333,C
NFYA,EIF2AK3,0.3333333333333333,C
NFYA,EML2,0.3333333333333333,C
NFYA,FAM117A,0.3333333333333333,C
NFYA,FBH1,0.3333333333333333,C
NFYA,FDPS,1.0,A
NFYA,FOSB,0.3333333333333333,C
NFYA,FXR2,1.0,A
NFYA,GART,0.3333333333333333,C
NFYA,GNA12,0.3333333333333333,C
NFYA,HLA-DOA,0.3333333333333333,C
NFYA,HLA-DQA2,0.3333333333333333,C
NFYA,HLA-DRA,0.3333333333333333,C
NFYA,HNRNPA1,0.3333333333333333,C
NFYA,HSD17B12,0.3333333333333333,C
NFYA,KCNAB2,0.3333333333333333,C
NFYA,KSR1,0.3333333333333333,C
NFYA,LMNB1,0.3333333333333333,C
NFYA,MKNK2,0.3333333333333333,C
NFYA,MRTFA,0.3333333333333333,C
NFYA,MTMR12,0.3333333333333333,C
NFYA,MVK,0.3333333333333333,C
NFYA,NARF,0.3333333333333333,C
NFYA,NFYC,0.3333333333333333,C
NFYA,NRL,0.3333333333333333,C
NFYA,OXSR1,0.3333333333333333,C
NFYA,PGAP2,0.3333333333333333,C
NFYA,PNRC1,0.3333333333333333,C
NFYA,PNRC2,0.5,B
NFYA,PPP2R5C,0.3333333333333333,C
NFYA,PRKD2,0.3333333333333333,C
NFYA,PRPF31,0.3333333333333333,C
NFYA,PRPF40B,0.3333333333333333,C
NFYA,PTBP1,0.3333333333333333,C
NFYA,RAB11B,0.3333333333333333,C
NFYA,RASGEF1C,0.3333333333333333,C
NFYA,RBM15,0.3333333333333333,C
NFYA,RHOF,0.3333333333333333,C
NFYA,RPS6KA5,0.3333333333333333,C
NFYA,SEC31B,0.3333333333333333,C
NFYA,SEPTIN9,0.3333333333333333,C
NFYA,SETD5,0.3333333333333333,C
NFYA,SIRT2,0.3333333333333333,C
NFYA,SLC27A1,0.3333333333333333,C
NFYA,SP3,1.0,A
NFYA,SREBF1,0.3333333333333333,C
NFYA,SS18L2,0.3333333333333333,C
NFYA,TBC1D31,0.3333333333333333,C
NFYA,THADA,0.3333333333333333,C
NFYA,TP53BP1,0.3333333333333333,C
NFYA,TTF2,0.3333333333333333,C
NFYA,TTLL5,0.3333333333333333,C
NFYA,VPS37C,0.3333333333333333,C
NFYA,WDR89,0.3333333333333333,C
NFYA,ZNF385A,0.3333333333333333,C
NFYA,ZNF608,0.5,B
NFYA,ZSWIM4,0.3333333333333333,C
NFYB,ACTB,1.0,A
NFYB,AMN1,0.3333333333333333,C
NFYB,AP2A1,0.3333333333333333,C
NFYB,ATRIP,0.3333333333333333,C
NFYB,BAZ1B,0.3333333333333333,C
NFYB,BFSP1,0.3333333333333333,C
NFYB,BRSK2,0.3333333333333333,C
NFYB,CCNB1,0.5,B
NFYB,CCNB2,0.3333333333333333,C
NFYB,CD74,0.5,B
NFYB,CDK1,0.3333333333333333,C
NFYB,CKS2,0.3333333333333333,C
NFYB,COQ10B,0.3333333333333333,C
NFYB,COQ8A,0.3333333333333333,C
NFYB,CREBRF,0.5,B
NFYB,CRYZL1,0.5,B
NFYB,DLG3,0.3333333333333333,C
NFYB,DNAJB1,0.3333333333333333,C
NFYB,DPF1,0.3333333333333333,C
NFYB,EIF2AK3,0.3333333333333333,C
NFYB,ELMO1,0.3333333333333333,C
NFYB,EPB41,0.3333333333333333,C
NFYB,FADS1,0.3333333333333333,C
NFYB,FAM117A,0.3333333333333333,C
NFYB,FCHO1,0.3333333333333333,C
NFYB,FDFT1,0.3333333333333333,C
NFYB,FXR2,1.0,A
NFYB,FZD2,0.3333333333333333,C
NFYB,GCNT2,0.3333333333333333,C
NFYB,GNA12,0.3333333333333333,C
NFYB,HNRNPDL,0.3333333333333333,C
NFYB,IER5,0.3333333333333333,C
NFYB,KCNAB2,0.3333333333333333,C
NFYB,KCNB1,0.3333333333333333,C
NFYB,KLHL25,0.3333333333333333,C
NFYB,LBR,0.3333333333333333,C
NFYB,LINS1,0.3333333333333333,C
NFYB,LIPA,0.3333333333333333,C
NFYB,LYPLA1,0.3333333333333333,C
NFYB,MAT2B,0.3333333333333333,C
NFYB,MBNL1,0.3333333333333333,C
NFYB,MKNK2,0.3333333333333333,C
NFYB,MKRN1,0.3333333333333333,C
NFYB,MLEC,0.3333333333333333,C
NFYB,MPHOSPH9,0.3333333333333333,C
NFYB,MRTFA,0.3333333333333333,C
NFYB,NCEH1,0.3333333333333333,C
NFYB,NEK7,0.3333333333333333,C
NFYB,NUCB2,0.3333333333333333,C
NFYB,OSBPL9,0.3333333333333333,C
NFYB,OTULINL,0.3333333333333333,C
NFYB,PAK4,0.3333333333333333,C
NFYB,PASK,0.3333333333333333,C
NFYB,PCNA,0.5,B
NFYB,PDIA4,0.3333333333333333,C
NFYB,PEX16,0.3333333333333333,C
NFYB,PRDM11,0.3333333333333333,C
NFYB,RGS3,0.3333333333333333,C
NFYB,RHOF,0.3333333333333333,C
NFYB,RHOQ,0.3333333333333333,C
NFYB,SEC22C,0.3333333333333333,C
NFYB,SLC27A1,0.3333333333333333,C
NFYB,SOD2,0.3333333333333333,C
NFYB,SRRM1,0.3333333333333333,C
NFYB,SSBP3,0.3333333333333333,C
NFYB,TBC1D31,0.3333333333333333,C
NFYB,TMEM14C,0.3333333333333333,C
NFYB,TMEM245,0.3333333333333333,C
NFYB,TXNIP,0.3333333333333333,C
NFYB,TXNRD1,0.3333333333333333,C
NFYB,UBP1,0.3333333333333333,C
NFYB,UHRF1,0.3333333333333333,C
NFYB,UVRAG,0.3333333333333333,C
NFYB,VCP,0.3333333333333333,C
NFYB,VIPR1,0.3333333333333333,C
NFYB,ZNF608,0.3333333333333333,C
NFYC,FDPS,0.3333333333333333,C
NFYC,HLA-DQA2,0.3333333333333333,C
NFYC,HLA-DRA,0.3333333333333333,C
NKX2-1,SFTPA1,1.0,A
NKX2-1,SFTPB,1.0,A
SP1,NKX2-1,1.0,A
NKX2-5,GATA4,1.0,A
NKX2-5,LYL1,0.3333333333333333,C
NPAS2,CRY1,1.0,A
NPAS2,CRY2,1.0,A
NPAS2,PER1,1.0,A
NPAS2,PER2,1.0,A
NR0B1,NR1H4,-1.0,A
NR0B1,NR5A1,-1.0,A
NR5A1,NR0B1,1.0,A
NR1H2,ABCA1,1.0,A
NR1H2,ABCG1,1.0,A
NR1H2,BHLHE40,1.0,A
NR1H2,CDC42EP4,0.3333333333333333,C
NR1H2,DNAJB12,0.3333333333333333,C
NR1H2,EIF1,0.3333333333333333,C
NR1H2,FASN,0.5,B
NR1H2,MNT,0.3333333333333333,C
NR1H2,NCOR2,0.3333333333333333,C
NR1H2,PPARG,0.5,B
NR1H2,SQSTM1,0.3333333333333333,C
NR1H2,SREBF1,1.0,A
NR1H2,TBC1D1,0.3333333333333333,C
NR1H3,ABCA1,1.0,A
NR1H3,ABCD1,0.3333333333333333,C
NR1H3,ABCG1,1.0,A
NR1H3,AKR1C4,0.3333333333333333,C
NR1H3,APOE,1.0,A
NR1H3,BHLHE40,1.0,A
NR1H3,FASN,0.5,B
NR1H3,KIAA1217,0.3333333333333333,C
PPARG,NR1H3,1.0,A
NR1H3,PPARG,0.3333333333333333,C
NR1H3,RNF145,0.3333333333333333,C
NR1H3,SREBF1,1.0,A
NR1H3,TMEM135,0.3333333333333333,C
NR1H4,ABCB11,1.0,A
NR1H4,ABCB4,1.0,A
NR1H4,ABCC4,-1.0,A
NR1H4,FABP6,1.0,A
NR1H4,FGF19,0.3333333333333333,C
NR1H4,NR0B2,1.0,A
NR1H4,NR1I2,1.0,A
NR1H4,UGT2B4,-1.0,A
NR1I2,ARAP3,0.3333333333333333,C
NR1I2,CYP3A4,1.0,A
NR1I2,CYP4F12,1.0,A
NR1I2,TTC21A,0.3333333333333333,C
NR1I2,VAMP7,0.3333333333333333,C
NR1I3,UGT1A1,1.0,A
NR2C2,ACBD3,0.3333333333333333,C
NR2C2,ADGRF3,0.3333333333333333,C
NR2C2,AGPS,0.3333333333333333,C
NR2C2,ANAPC15,0.3333333333333333,C
NR2C2,ANKIB1,0.3333333333333333,C
NR2C2,ANXA11,0.3333333333333333,C
NR2C2,ASB8,0.3333333333333333,C
NR2C2,ASXL1,0.5,B
NR2C2,ATP11A,0.3333333333333333,C
NR2C2,BAZ1B,0.3333333333333333,C
NR2C2,BRD9,0.3333333333333333,C
NR2C2,CCDC146,0.3333333333333333,C
NR2C2,CCDC51,0.3333333333333333,C
NR2C2,CCDC71,0.3333333333333333,C
NR2C2,CFAP61,0.3333333333333333,C
NR2C2,CHMP4B,0.3333333333333333,C
NR2C2,CLUH,0.3333333333333333,C
NR2C2,CNOT9,0.3333333333333333,C
NR2C2,CWC15,0.3333333333333333,C
NR2C2,DDX42,0.3333333333333333,C
NR2C2,DICER1,0.3333333333333333,C
NR2C2,DUS1L,0.3333333333333333,C
NR2C2,EBAG9,0.3333333333333333,C
NR2C2,EHMT1,0.3333333333333333,C
NR2C2,EIF3M,0.3333333333333333,C
NR2C2,FAM193B,0.3333333333333333,C
NR2C2,GCC2,0.5,B
NR2C2,GCN1,0.3333333333333333,C
NR2C2,GOLGB1,0.3333333333333333,C
NR2C2,GPATCH8,0.3333333333333333,C
NR2C2,IMPACT,0.3333333333333333,C
NR2C2,KDM4D,0.3333333333333333,C
NR2C2,KDM5A,0.3333333333333333,C
NR2C2,KMT5A,0.3333333333333333,C
NR2C2,KRIT1,0.3333333333333333,C
NR2C2,LSM7,0.3333333333333333,C
NR2C2,MAP3K11,0.3333333333333333,C
NR2C2,MAPKAP1,0.3333333333333333,C
NR2C2,MRPL20,0.3333333333333333,C
NR2C2,MRPL33,0.3333333333333333,C
NR2C2,MRPS28,0.3333333333333333,C
NR2C2,NAA50,0.3333333333333333,C
NR2C2,NDUFAF6,0.3333333333333333,C
NR2C2,NDUFB7,0.3333333333333333,C
NR2C2,NDUFS6,0.3333333333333333,C
NR2C2,NFE2L2,0.3333333333333333,C
NR2C2,NFXL1,0.3333333333333333,C
NR2C2,NOL7,0.3333333333333333,C
NR2C2,NR2C1,0.5,B
NR2C2,NUP107,0.3333333333333333,C
NR2C2,NUP37,0.3333333333333333,C
NR2C2,PAK4,0.3333333333333333,C
NR2C2,PARPBP,0.3333333333333333,C
NR2C2,PCBP1,0.3333333333333333,C
NR2C2,PHF12,0.3333333333333333,C
NR2C2,PPIH,0.3333333333333333,C
NR2C2,PRPF40A,0.3333333333333333,C
NR2C2,PTAR1,0.3333333333333333,C
NR2C2,RAB11FIP2,0.3333333333333333,C
NR2C2,RPRD1B,0.3333333333333333,C
NR2C2,RPS21,0.3333333333333333,C
NR2C2,RPS3A,0.3333333333333333,C
NR2C2,RPS6KC1,0.3333333333333333,C
NR2C2,SAP18,0.3333333333333333,C
NR2C2,SCNM1,0.3333333333333333,C
NR2C2,SELENOI,0.3333333333333333,C
NR2C2,SKIDA1,0.3333333333333333,C
NR2C2,SMARCD2,0.3333333333333333,C
NR2C2,SNRNP200,0.5,B
NR2C2,SNRPF,0.3333333333333333,C
NR2C2,SPPL2B,0.3333333333333333,C
NR2C2,SRCAP,0.3333333333333333,C
NR2C2,TAF2,0.5,B
NR2C2,TBC1D22A,0.3333333333333333,C
NR2C2,TMA7,0.3333333333333333,C
NR2C2,TMCO1,0.3333333333333333,C
NR2C2,TMEM248,0.3333333333333333,C
NR2C2,TNRC6A,0.3333333333333333,C
NR2C2,TOMM40,0.3333333333333333,C
NR2C2,TRIP13,0.3333333333333333,C
NR2C2,TTC31,0.3333333333333333,C
NR2C2,TTI1,0.3333333333333333,C
NR2C2,TXNL1,0.3333333333333333,C
NR2C2,USP37,0.3333333333333333,C
NR2C2,VPS13D,0.3333333333333333,C
NR2C2,WTAP,0.3333333333333333,C
NR2C2,ZNF3,0.3333333333333333,C
NR2C2,ZNF513,0.3333333333333333,C
NR2E1,PAX2,-1.0,A
NR2E1,PLCE1,-1.0,A
NR2E1,PTEN,-1.0,A
NR2F1,ABCA2,0.3333333333333333,C
NR2F1,ADAP1,0.3333333333333333,C
NR2F1,ADGRG1,0.3333333333333333,C
NR2F1,AGPAT3,0.3333333333333333,C
NR2F1,AGT,-1.0,A
NR2F1,AHDC1,0.3333333333333333,C
NR2F1,APOA2,-1.0,A
NR2F1,APOC3,-1.0,A
NR2F1,ARHGEF1,0.3333333333333333,C
NR2F1,ARHGEF2,0.3333333333333333,C
NR2F1,ARHGEF4,0.3333333333333333,C
NR2F1,ATP11A,0.3333333333333333,C
NR2F1,ATP2B3,0.3333333333333333,C
NR2F1,BEGAIN,0.3333333333333333,C
NR2F1,BRSK2,0.3333333333333333,C
NR2F1,COL27A1,0.3333333333333333,C
NR2F1,COL5A1,0.3333333333333333,C
NR2F1,CPNE7,0.3333333333333333,C
NR2F1,CRB2,0.3333333333333333,C
NR2F1,CTBP2,0.3333333333333333,C
NR2F1,CTIF,0.3333333333333333,C
NR2F1,CYP19A1,-1.0,A
NR2F1,EHMT1,0.3333333333333333,C
NR2F1,EPO,-1.0,A
NR2F1,FBLN1,0.3333333333333333,C
NR2F1,FGD5,0.3333333333333333,C
NR2F1,FLT4,0.3333333333333333,C
NR2F1,FSCN1,0.3333333333333333,C
NR2F1,GDPD5,0.3333333333333333,C
NR2F1,GPSM1,0.3333333333333333,C
NR2F1,GRAMD4,0.3333333333333333,C
NR2F1,HDAC7,0.3333333333333333,C
NR2F1,IQSEC1,0.3333333333333333,C
NR2F1,KAZN,0.3333333333333333,C
NR2F1,KCNAB2,0.3333333333333333,C
NR2F1,KIF21B,0.3333333333333333,C
NR2F1,LHCGR,-1.0,A
NR2F1,LINGO1,0.3333333333333333,C
NR2F1,LRP1,0.3333333333333333,C
NR2F1,MAD1L1,0.3333333333333333,C
NR2F1,MIDEAS,0.3333333333333333,C
NR2F1,MYO18A,0.3333333333333333,C
NR2F1,NEK6,0.3333333333333333,C
NR2F1,NRXN2,0.3333333333333333,C
NR2F1,OSBPL5,0.3333333333333333,C
NR2F1,PAK4,0.3333333333333333,C
NR2F1,PALM,0.3333333333333333,C
NR2F1,PDXK,0.3333333333333333,C
NR2F1,PEPD,0.3333333333333333,C
NR2F1,PHACTR3,0.3333333333333333,C
NR2F1,PLXNA2,0.3333333333333333,C
NR2F1,PLXND1,0.3333333333333333,C
NR2F1,PRKAR1B,0.3333333333333333,C
NR2F1,RHBDF2,0.3333333333333333,C
NR2F1,RIPOR3,0.3333333333333333,C
NR2F1,ROR2,0.3333333333333333,C
NR2F1,SDK2,0.3333333333333333,C
NR2F1,SULF2,0.3333333333333333,C
NR2F1,SULT2B1,0.3333333333333333,C
NR2F1,SYNJ2,0.3333333333333333,C
NR2F1,TACC2,0.3333333333333333,C
NR2F1,TNK2,0.3333333333333333,C
NR2F1,TOP1MT,0.3333333333333333,C
NR2F1,TPCN1,0.3333333333333333,C
NR2F1,UBAC1,0.3333333333333333,C
NR2F1,UNKL,0.3333333333333333,C
NR2F1,ZFYVE28,0.3333333333333333,C
NR2F1,ZNF469,0.3333333333333333,C
NR2F2,ACTA1,1.0,A
NR2F2,ALB,0.3333333333333333,C
NR2F2,AMPD3,0.3333333333333333,C
NR2F2,ANXA4,0.3333333333333333,C
NR2F2,APOA1,-1.0,A
NR2F2,APOA2,-1.0,A
NR2F2,APOB,1.0,A
NR2F2,APOC2,1.0,A
NR2F2,APOC3,1.0,A
NR2F2,ARHGEF2,0.5,B
NR2F2,ASAP1,0.3333333333333333,C
NR2F2,ATP2B1,0.3333333333333333,C
NR2F2,BGLAP,1.0,A
NR2F2,C6,0.3333333333333333,C
NR2F2,CDYL,0.3333333333333333,C
NR2F2,CETP,1.0,A
NR2F2,CHD9,0.3333333333333333,C
NR2F2,COL5A1,0.3333333333333333,C
NR2F2,CPED1,0.3333333333333333,C
NR2F2,DAAM1,0.3333333333333333,C
NR2F2,DLC1,0.3333333333333333,C
NR2F2,DNAJC6,0.3333333333333333,C
NR2F2,EPB41L1,0.3333333333333333,C
NR2F2,F9,1.0,A
NR2F2,FBLN1,0.3333333333333333,C
NR2F2,FOXP1,0.3333333333333333,C
NR2F2,FYN,0.3333333333333333,C
NR2F2,GNA12,0.3333333333333333,C
NR2F2,GSN,0.3333333333333333,C
NR2F2,HDAC7,0.3333333333333333,C
NR2F2,HMCN1,0.3333333333333333,C
NR2F2,HSPB1,0.3333333333333333,C
NR2F2,HSPG2,0.3333333333333333,C
NR2F2,ITGB5,0.3333333333333333,C
NR2F2,KCNMA1,0.3333333333333333,C
NR2F2,KRT8,0.3333333333333333,C
NR2F2,LGR4,0.3333333333333333,C
NR2F2,LPP,0.3333333333333333,C
NR2F2,LTBP1,0.3333333333333333,C
NR2F2,LTBP4,0.5,B
NR2F2,MYH6,1.0,A
NR2F2,MYH9,0.3333333333333333,C
NR2F2,MYLK,0.3333333333333333,C
NR2F2,MYOD1,1.0,A
NR2F2,MYOG,1.0,A
NR2F2,NEDD9,0.3333333333333333,C
NR2F2,NFIA,0.3333333333333333,C
NR2F2,NFIB,0.3333333333333333,C
NR2F2,NRP1,0.3333333333333333,C
NR2F2,NRP2,0.3333333333333333,C
NR2F2,OSBPL10,0.3333333333333333,C
NR2F2,OXT,1.0,A
NR2F2,PACSIN2,0.3333333333333333,C
NR2F2,PARD3B,0.3333333333333333,C
NR2F2,PBX1,0.3333333333333333,C
NR2F2,PDGFRB,0.3333333333333333,C
NR2F2,PENK,1.0,A
NR2F2,PIP4K2A,0.3333333333333333,C
NR2F2,PLCB1,0.3333333333333333,C
NR2F2,PLXNA2,0.3333333333333333,C
NR2F2,POU5F1,-1.0,A
NR2F2,PPARA,1.0,A
NR2F2,PRICKLE2,0.3333333333333333,C
NR2F2,PTGIS,0.3333333333333333,C
NR2F2,PTK2,0.3333333333333333,C
NR2F2,RBM47,0.3333333333333333,C
NR2F2,RBPMS,0.3333333333333333,C
NR2F2,RFTN1,0.5,B
NR2F2,RGS3,0.3333333333333333,C
NR2F2,SH3BP5,0.3333333333333333,C
NR2F2,SPTBN1,0.3333333333333333,C
NR2F2,SYNJ2,0.3333333333333333,C
NR2F2,TBC1D1,0.3333333333333333,C
NR2F2,TBC1D14,0.3333333333333333,C
NR2F2,TCF4,0.3333333333333333,C
NR2F2,TF,1.0,A
NR2F2,TMSB4X,0.3333333333333333,C
NR2F2,TNRC18,0.3333333333333333,C
NR2F2,TNS1,0.5,B
NR2F2,TPCN1,0.3333333333333333,C
NR2F2,UTRN,0.3333333333333333,C
NR2F2,ZFHX3,0.3333333333333333,C
NR2F2,ZFPM2,0.3333333333333333,C
NR2F6,AFF1,0.3333333333333333,C
NR2F6,AGPAT3,0.5,B
NR2F6,APOB,0.5,B
NR2F6,ARHGEF16,0.3333333333333333,C
NR2F6,ARID5B,0.3333333333333333,C
NR2F6,ASPSCR1,0.3333333333333333,C
NR2F6,ATP2B2,0.3333333333333333,C
NR2F6,CCDC12,0.3333333333333333,C
NR2F6,GPT2,0.3333333333333333,C
NR2F6,GRAMD4,0.3333333333333333,C
NR2F6,HIVEP2,0.3333333333333333,C
NR2F6,IMPA2,0.3333333333333333,C
NR2F6,KSR1,0.3333333333333333,C
NR2F6,LHCGR,-1.0,A
NR2F6,LSM4,0.3333333333333333,C
NR2F6,MVK,0.3333333333333333,C
NR2F6,MYO18A,0.3333333333333333,C
NR2F6,OSBPL10,0.3333333333333333,C
NR2F6,PHACTR2,0.3333333333333333,C
NR2F6,PLCB1,0.3333333333333333,C
NR2F6,PLCD3,0.3333333333333333,C
NR2F6,PTPRF,0.3333333333333333,C
NR2F6,RAB11FIP4,0.5,B
NR2F6,RAB31,0.3333333333333333,C
NR2F6,RBPJ,0.3333333333333333,C
NR2F6,RXRA,0.3333333333333333,C
RXRA,NR2F6,0.3333333333333333,C
NR2F6,SFXN5,0.3333333333333333,C
NR2F6,SLC1A7,0.3333333333333333,C
NR2F6,SPAG9,0.3333333333333333,C
NR2F6,TRNP1,0.3333333333333333,C
NR2F6,TTC7A,0.3333333333333333,C
NR2F6,VPS54,0.3333333333333333,C
NR3C1,ANK3,0.3333333333333333,C
NR3C1,ANKRD44,0.3333333333333333,C
NR3C1,ANO6,0.3333333333333333,C
NR3C1,ARHGAP12,0.3333333333333333,C
NR3C1,ASAP2,0.5,B
NR3C1,ATF2,-1.0,A
NR3C1,ATP1B1,-1.0,A
NR3C1,BGLAP,-1.0,A
NR3C1,BNC2,0.3333333333333333,C
NR3C1,BRD4,0.3333333333333333,C
NR3C1,CALD1,1.0,A
NR3C1,CDK6,-1.0,A
NR3C1,CLASP1,0.3333333333333333,C
NR3C1,CLEC16A,0.3333333333333333,C
NR3C1,CORO2B,0.3333333333333333,C
NR3C1,CRIM1,0.3333333333333333,C
NR3C1,DENND3,0.3333333333333333,C
NR3C1,EEF2K,0.3333333333333333,C
NR3C1,ELMO1,0.3333333333333333,C
NR3C1,EXOC6B,0.3333333333333333,C
NR3C1,FOXO3,0.3333333333333333,C
NR3C1,GSN,0.3333333333333333,C
NR3C1,GTDC1,0.5,B
NR3C1,GULP1,0.3333333333333333,C
NR3C1,HDAC4,0.3333333333333333,C
NR3C1,HDAC9,0.3333333333333333,C
NR3C1,INPP5A,0.3333333333333333,C
NR3C1,ITSN1,0.3333333333333333,C
NR3C1,JAZF1,0.3333333333333333,C
NR3C1,LIMCH1,0.3333333333333333,C
NR3C1,MBNL1,0.3333333333333333,C
NR3C1,MBNL2,0.3333333333333333,C
NR3C1,MICAL2,0.3333333333333333,C
NR3C1,MITF,0.3333333333333333,C
NR3C1,NEDD4,0.3333333333333333,C
NR3C1,NR1I3,1.0,A
NR3C1,NRP1,0.3333333333333333,C
NR3C1,PACSIN2,0.3333333333333333,C
NR3C1,PARD3B,0.3333333333333333,C
NR3C1,PDE4D,0.3333333333333333,C
NR3C1,PHLDB2,0.3333333333333333,C
NR3C1,PLEC,0.3333333333333333,C
NR3C1,PLEKHA2,0.3333333333333333,C
NR3C1,PPM1H,0.3333333333333333,C
NR3C1,PPP3CA,0.3333333333333333,C
NR3C1,PRICKLE2,0.3333333333333333,C
NR3C1,PTK2B,0.3333333333333333,C
NR3C1,PTPRJ,0.3333333333333333,C
NR3C1,RLN1,1.0,A
NR3C1,RLN2,1.0,A
NR3C1,ROBO1,0.3333333333333333,C
NR3C1,S100P,0.3333333333333333,C
NR3C1,SCNN1A,1.0,A
NR3C1,SEMA3C,0.3333333333333333,C
NR3C1,SIPA1L1,0.3333333333333333,C
NR3C1,SLC38A1,0.3333333333333333,C
NR3C1,SLC8A1,0.3333333333333333,C
NR3C1,SMOX,0.3333333333333333,C
NR3C1,SOX6,0.3333333333333333,C
NR3C1,SPATS2L,0.3333333333333333,C
NR3C1,SPTBN1,0.3333333333333333,C
NR3C1,SSBP2,0.3333333333333333,C
NR3C1,ST6GAL1,0.3333333333333333,C
STAT1,NR3C1,0.5,B
NR3C1,SYNE1,0.3333333333333333,C
NR3C1,TACC1,0.3333333333333333,C
NR3C1,TAT,0.3333333333333333,C
NR3C1,TBC1D1,0.3333333333333333,C
NR3C1,TCF12,0.3333333333333333,C
NR3C1,TG,0.3333333333333333,C
NR3C1,TLE1,0.3333333333333333,C
NR3C1,UQCC1,0.3333333333333333,C
NR3C1,UST,0.3333333333333333,C
NR3C1,ZBTB38,0.5,B
NR3C1,ZFP36L1,0.3333333333333333,C
NR3C1,ZMYND8,0.3333333333333333,C
NR3C2,ATP1B1,-1.0,A
NR3C2,SCNN1A,0.3333333333333333,C
NR4A1,ADD3,0.3333333333333333,C
NR4A1,AKAP13,0.3333333333333333,C
NR4A1,ALAS1,0.3333333333333333,C
NR4A1,AMPD3,0.3333333333333333,C
NR4A1,ANXA11,0.3333333333333333,C
NR4A1,BCOR,0.3333333333333333,C
NR4A1,CACNA1C,0.3333333333333333,C
NR4A1,CCDC6,0.3333333333333333,C
NR4A1,CDKAL1,0.3333333333333333,C
NR4A1,CHD9,0.3333333333333333,C
NR4A1,CREB3L2,0.3333333333333333,C
NR4A1,CTIF,0.3333333333333333,C
NR4A1,CUEDC1,0.3333333333333333,C
NR4A1,CYP17A1,1.0,A
NR4A1,DUSP5,0.3333333333333333,C
NR4A1,FHAD1,0.3333333333333333,C
NR4A1,FHIT,0.3333333333333333,C
NR4A1,FOXP1,0.3333333333333333,C
NR4A1,GAS7,0.3333333333333333,C
NR4A1,HSD3B2,1.0,A
NR4A1,LMBR1,0.3333333333333333,C
NR4A1,LPAR1,0.3333333333333333,C
NR4A1,LPP,0.3333333333333333,C
NR4A1,MDM2,-1.0,A
NR4A1,PARVB,0.3333333333333333,C
NR4A1,RERE,0.3333333333333333,C
NR4A1,RNF220,0.3333333333333333,C
NR4A1,SERPINE1,0.3333333333333333,C
NR4A1,SH3KBP1,0.3333333333333333,C
NR4A1,SIK3,0.3333333333333333,C
NR4A1,SMAD7,0.3333333333333333,C
NR4A1,SMAP2,0.3333333333333333,C
NR4A1,STAR,1.0,A
NR4A1,STK40,0.3333333333333333,C
NR4A1,TBC1D14,0.3333333333333333,C
NR4A1,TG,0.3333333333333333,C
NR4A1,WBP1L,0.3333333333333333,C
NR4A1,ZBTB20,0.3333333333333333,C
NR4A1,ZHX3,0.3333333333333333,C
NR4A1,ZMYND8,0.3333333333333333,C
NR5A1,AMH,1.0,A
NR5A1,AMHR2,1.0,A
NR5A1,CYP11A1,1.0,A
NR5A1,CYP11B1,1.0,A
NR5A1,CYP11B2,-1.0,A
NR5A1,CYP17A1,1.0,A
NR5A1,CYP19A1,1.0,A
NR5A1,CYP21A2,1.0,A
NR5A1,HSD3B2,1.0,A
NR5A1,LHB,-1.0,A
NR5A1,MC2R,1.0,A
NR5A1,POU5F1,1.0,A
NR5A1,SRY,1.0,A
NR5A1,STAR,1.0,A
NR5A2,ABCG2,0.3333333333333333,C
NR5A2,BAHCC1,0.3333333333333333,C
NR5A2,BMPER,0.3333333333333333,C
NR5A2,C1QTNF6,0.3333333333333333,C
NR5A2,CD276,0.3333333333333333,C
NR5A2,CYP11A1,0.3333333333333333,C
NR5A2,CYP11B1,1.0,A
NR5A2,CYP7A1,0.3333333333333333,C
NR5A2,DNM2,0.3333333333333333,C
NR5A2,F11R,0.3333333333333333,C
NR5A2,FHIP1A,0.3333333333333333,C
NR5A2,FCN2,0.3333333333333333,C
NR5A2,FGD5,0.3333333333333333,C
NR5A2,KCNB1,0.3333333333333333,C
NR5A2,KRT18,0.3333333333333333,C
NR5A2,MAP3K14,0.3333333333333333,C
NR5A2,MYO10,0.3333333333333333,C
